DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,21/05/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,22/05/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA BLANCA / CORTOPUNZANTE,23/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,PUERTO LÓPEZ,50573000,ARMA BLANCA / CORTOPUNZANTE,23/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,ROSAS,19622000,ARMA BLANCA / CORTOPUNZANTE,28/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,29/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,29/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,LLORÓ,27413000,ARMA BLANCA / CORTOPUNZANTE,29/05/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VICHADA,LA PRIMAVERA,99524000,ARMA BLANCA / CORTOPUNZANTE,30/05/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,CAJAMARCA,73124000,NO REPORTADO,31/05/2012,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,01/06/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,01/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,03/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,SANTA MARTA (CT),47001000,NO REPORTADO,05/06/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,06/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,CHÍA,25175000,ARMA BLANCA / CORTOPUNZANTE,06/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,06/06/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,PITALITO,41551000,NO REPORTADO,06/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,TÚQUERRES,52838000,ARMA BLANCA / CORTOPUNZANTE,06/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,ITAGUI,5360000,NO REPORTADO,07/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,LOS PATIOS,54405000,NO REPORTADO,07/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,08/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VISTAHERMOSA,50711000,ARMA BLANCA / CORTOPUNZANTE,13/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VISTAHERMOSA,50711000,ARMA BLANCA / CORTOPUNZANTE,13/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA DE FUEGO,14/06/2012,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA DE FUEGO,14/06/2012,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,14/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,EL CARMEN DE VIBORAL,5148000,-,15/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,SALAZAR,54660000,ARMA BLANCA / CORTOPUNZANTE,16/06/2012,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,-,16/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,17/06/2012,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,19/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,19/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,21/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,22/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,AMBALEMA,73030000,NO REPORTADO,23/06/2012,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,24/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,CONTADERO,52210000,ARMA DE FUEGO,24/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,CONTADERO,52210000,ARMA DE FUEGO,24/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,CONTADERO,52210000,ARMA DE FUEGO,24/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,27/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,SANTA MARTA (CT),47001000,NO REPORTADO,29/06/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,AGUAZUL,85010000,NO REPORTADO,30/06/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,01/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,GUARNE,5318000,ARMA BLANCA / CORTOPUNZANTE,03/07/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,NO REPORTADO,03/07/2012,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,04/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,10/07/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,10/07/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,NO REPORTADO,11/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,14/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,15/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,15/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,18/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,VALLEDUPAR (CT),20001000,NO REPORTADO,23/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,ARMA BLANCA / CORTOPUNZANTE,24/07/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,24/07/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
BOYACÁ,SOGAMOSO,15759000,ARMA BLANCA / CORTOPUNZANTE,25/07/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,AMALFI,5031000,NO REPORTADO,30/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,31/07/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,MONTERÍA (CT),23001000,NO REPORTADO,06/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,08/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/08/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,AGUA DE DIOS,25001000,ARMA BLANCA / CORTOPUNZANTE,11/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,TÚQUERRES,52838000,NO REPORTADO,11/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,12/08/2012,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,14/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,SAN ALBERTO,20710000,NO REPORTADO,15/08/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,16/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,PALERMO,41524000,ARMA BLANCA / CORTOPUNZANTE,16/08/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,17/08/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,YOPAL (CT),85001000,NO REPORTADO,19/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,YOPAL (CT),85001000,NO REPORTADO,19/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,YOPAL (CT),85001000,NO REPORTADO,19/08/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,19/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,19/08/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,21/08/2012,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,23/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,CANTAGALLO,13160000,ARMA BLANCA / CORTOPUNZANTE,23/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA BLANCA / CORTOPUNZANTE,23/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,PITALITO,41551000,NO REPORTADO,26/08/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,TAMALAMEQUE,20787000,NO REPORTADO,27/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,28/08/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTADO,30/08/2012,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTADO,30/08/2012,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,04/09/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/09/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,08/09/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,12/09/2012,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,12/09/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,12/09/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,12/09/2012,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,COLÓN,52203000,NO REPORTADO,12/09/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,15/09/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,15/09/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,16/09/2012,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
BOYACÁ,MACANAL,15425000,ARMA BLANCA / CORTOPUNZANTE,18/09/2012,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,PAILITAS,20517000,ARMA BLANCA / CORTOPUNZANTE,22/09/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,YOPAL (CT),85001000,NO REPORTADO,24/09/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,MELGAR,73449000,NO REPORTADO,27/09/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,DIBULLA,44090000,ARMA BLANCA / CORTOPUNZANTE,01/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CHINÁCOTA,54172000,ARMA BLANCA / CORTOPUNZANTE,01/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CHINÁCOTA,54172000,ARMA BLANCA / CORTOPUNZANTE,01/10/2012,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CHINÁCOTA,54172000,ARMA BLANCA / CORTOPUNZANTE,01/10/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,04/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,MANIZALES (CT),17001000,NO REPORTADO,07/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CAICEDONIA,76122000,NO REPORTADO,07/10/2012,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
BOYACÁ,TUNJA (CT),15001000,NO REPORTADO,09/10/2012,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,CALDAS,5129000,NO REPORTADO,11/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,RAMIRIQUÍ,15599000,NO REPORTADO,13/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,15/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,15/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,OPORAPA,41503000,ARMA BLANCA / CORTOPUNZANTE,15/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,FLORENCIA (CT),18001000,NO REPORTADO,16/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,PRADO,73563000,ARMA BLANCA / CORTOPUNZANTE,16/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,MEDINA,25438000,ARMA BLANCA / CORTOPUNZANTE,17/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,MEDINA,25438000,ARMA BLANCA / CORTOPUNZANTE,17/10/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,20/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,23/10/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,NO REPORTADO,24/10/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CAJIBÍO,19130000,ARMA BLANCA / CORTOPUNZANTE,26/10/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,GUAYATÁ,15325000,NO REPORTADO,27/10/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,28/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,BOCHALEMA,54099000,ARMA BLANCA / CORTOPUNZANTE,30/10/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,TENJO,25799000,ARMA BLANCA / CORTOPUNZANTE,01/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,MAICAO,44430000,ARMA BLANCA / CORTOPUNZANTE,08/11/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,09/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,15/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,ZONA BANANERA,47980000,ARMA BLANCA / CORTOPUNZANTE,15/11/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,17/11/2012,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,19/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,20/11/2012,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,20/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,AGUACHICA,20011000,NO REPORTADO,24/11/2012,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,AGUACHICA,20011000,NO REPORTADO,24/11/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,LA CRUZ,52378000,NO REPORTADO,24/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/11/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,27/11/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CALDAS,SUPÍA,17777000,NO REPORTADO,29/11/2012,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CALDAS,SUPÍA,17777000,NO REPORTADO,29/11/2012,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,TOTORÓ,19824000,ARMA BLANCA / CORTOPUNZANTE,29/11/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,02/12/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,PALESTINA,41530000,ARMA BLANCA / CORTOPUNZANTE,03/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,NO REPORTADO,03/12/2012,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,FLORENCIA (CT),18001000,NO REPORTADO,06/12/2012,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,NO REPORTADO,07/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,NO REPORTADO,07/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,08/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,08/12/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,09/12/2012,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,12/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,12/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,12/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,12/12/2012,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
